reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
859/10,1286,39174,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-1479,-907,641,333,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2089.3,1025.1,1733.9,196.6
859/10,1287,39176,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2107,-1198,18,154,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2097.0,1198.5,1733.9,196.6
859/10,1288,39177,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2107,-1413,13,42,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2089.3,1358.0,1733.9,196.6
859/10,1289,39178,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2107,-1413,13,155,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2089.3,1532.9,1733.9,196.6
859/10,1290,39179,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2107,-1413,5,285,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2076.9,1734.2,1733.9,196.6
859/10,1291,39180,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2112,-1310,3,521,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2081.6,1940.1,1733.9,196.6
859/10,1292,39181,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,0.6459264706,0.00,-2112,-1310,3,650,1120,127,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (9).JPG,2081.6,2139.8,1733.9,196.6
859/10,1293,39182,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (10).JPG,0.6459264706,0.00,-702,-1514,344,285,1077,135,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (10).JPG,426.6,1890.5,1667.4,209.0
859/10,1294,39183,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (11).JPG,0.6459264706,0.00,-724,-637,334,286,1078,210,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (11).JPG,445.2,534.4,1668.9,325.1
859/10,1295,39184,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,0.7105191176,3.00,-1521,-923,624,195,1231,133,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,2132.4,908.6,1732.5,187.2
859/10,1296,39185,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,0.7105191176,3.00,-1521,-923,610,300,1231,133,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,2112.7,1056.4,1732.5,187.2
859/10,1297,39186,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,0.7105191176,3.00,-1521,-923,590,409,1231,133,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (13).JPG,2084.5,1209.8,1732.5,187.2
859/10,1298,39187,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,0.6394672059,0.00,-740,-1286,317,129,1081,104,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,426.1,1292.7,1690.5,162.6
859/10,1299,39188,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,0.6394672059,0.00,-740,-1286,315,228,1081,104,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,423.0,1447.5,1690.5,162.6
859/10,1300,39189,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,0.6394672059,0.00,-740,-1286,315,318,1081,104,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,423.0,1588.2,1690.5,162.6
859/10,1301,39190,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,0.6394672059,0.00,-740,-1286,312,419,1081,104,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (14).JPG,418.3,1746.2,1690.5,162.6
859/10,1302,39191,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,0.6459264706,0.00,-658,-1464,394,121,1079,125,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,435.9,1559.2,1670.5,193.5
859/10,1303,39192,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,0.6459264706,0.00,-658,-1464,383,216,1079,125,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,418.8,1706.3,1670.5,193.5
859/10,1304,39193,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,0.6459264706,0.00,-658,-1464,392,308,1079,125,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (15).JPG,432.8,1848.7,1670.5,193.5
859/10,1305,39194,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-749,-1519,413,293,974,118,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,449.2,1938.5,1658.7,201.0
859/10,1306,39195,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1630,-790,511,213,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2116.4,560.8,1658.7,241.8
859/10,1307,39196,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1630,-790,521,298,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2133.4,705.6,1658.7,241.8
859/10,1308,39197,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1630,-790,514,409,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2121.5,894.6,1658.7,241.8
859/10,1309,39198,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1630,-790,516,519,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2124.9,1081.9,1658.7,241.8
859/10,1310,39199,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1630,-790,514,623,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2121.5,1259.0,1658.7,241.8
859/10,1311,39200,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,0.5872058824,0.00,-1624,-1279,531,239,974,142,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (17).JPG,2140.2,1437.9,1658.7,241.8
859/10,1312,39201,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,-3.00,-675,-1087,478,264,979,124,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,433.9,1153.5,1667.2,211.2
859/10,1313,39202,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,-3.00,-692,-1213,465,621,979,108,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,440.7,1976.0,1667.2,183.9
859/10,1314,39203,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,0.00,-1509,-1218,641,88,979,108,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,2131.7,1076.8,1667.2,183.9
859/10,1315,39204,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,0.00,-1509,-1218,641,171,979,108,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,2131.7,1218.2,1667.2,183.9
859/10,1316,39205,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,0.00,-1509,-1218,639,269,979,128,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,2128.3,1385.1,1667.2,218.0
859/10,1317,39206,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,0.00,-1509,-1218,644,352,979,128,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,2136.8,1526.4,1667.2,218.0
859/10,1318,39207,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,0.5872058824,0.00,-1509,-1218,641,454,979,128,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (18).JPG,2131.7,1700.1,1667.2,218.0
859/10,1319,39208,E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (43).JPG,0.6459264706,-180.00,-583,-1658,425,222,1097,191,859_10/E 190_859_10 Southampton 25 Dec 1717 - 24 Jun 1718 (43).JPG,367.7,2015.9,1698.3,295.7
859/9,1407,39297,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (8).JPG,0.5872058824,3.00,-1572,-1440,540,191,1030,136,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (8).JPG,2067.0,1630.3,1754.1,231.6
859/9,1408,39298,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (8).JPG,0.5872058824,3.00,-1572,-1440,537,305,1030,113,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (8).JPG,2061.9,1824.4,1754.1,192.4
859/9,1409,39299,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (9).JPG,0.7105191176,0.00,-841,-1723,128,355,1169,138,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (9).JPG,477.2,2259.7,1645.3,194.2
859/9,1410,39300,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (12).JPG,0.8597281324,0.00,-676,-1388,39,253,1414,215,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (12).JPG,476.6,1642.5,1644.7,250.1
859/9,1411,39301,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (15).JPG,0.7105191176,3.00,-1605,-853,536,406,1224,154,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (15).JPG,2126.7,1107.0,1722.7,216.7
859/9,1412,39302,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (15).JPG,0.7432662723,3.00,-1739,-1889,415,144,1224,251,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (15).JPG,2146.4,2171.5,1646.8,337.7
859/9,1413,39303,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (16).JPG,0.5872058824,0.00,-801,-903,346,152,980,141,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (16).JPG,423.6,649.4,1668.9,240.1
859/9,1414,39304,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (17).JPG,0.6394672059,3.00,-1602,-1226,544,95,1071,131,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (17).JPG,2129.1,1145.7,1674.8,204.9
859/9,1415,39305,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (17).JPG,0.6394672059,3.00,-1602,-1226,539,197,1071,131,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (17).JPG,2121.3,1305.2,1674.8,204.9
859/9,1416,39306,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (18).JPG,0.7815710294,3.00,-621,-1978,200,60,1311,153,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (18).JPG,442.3,2151.5,1677.4,195.8
859/9,1417,39307,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (19).JPG,0.5872058824,3.00,-801,-1630,344,190,999,123,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (19).JPG,420.2,1952.2,1701.3,209.5
859/9,1418,39308,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (19).JPG,0.5872058824,3.00,-801,-1630,342,262,999,123,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (19).JPG,416.8,2074.8,1701.3,209.5
859/9,1419,39309,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (21).JPG,0.7105191176,0.00,-840,-1081,107,166,1207,358,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (21).JPG,446.3,1090.1,1698.8,503.9
859/9,1420,39310,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,0.6459264706,0.00,-753,-1506,325,134,1086,142,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,476.1,1644.4,1681.3,219.8
859/9,1421,39311,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,0.6459264706,0.00,-753,-1506,324,239,1086,142,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,474.6,1806.9,1681.3,219.8
859/9,1422,39312,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,0.6459264706,0.00,-753,-1506,322,362,1086,142,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (23).JPG,471.5,1997.4,1681.3,219.8
859/9,1425,39315,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (33).JPG,0.7105191176,-180.00,-1689,-1281,486,108,1196,202,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (33).JPG,2174.6,1290.0,1683.3,284.3
859/9,1424,39314,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (34).JPG,0.6459264706,-180.00,-772,-1094,348,129,1054,269,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (34).JPG,541.1,998.8,1631.8,416.5
859/9,1423,39313,E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (36).JPG,0.6459264706,-180.00,-1531,-942,646,333,1089,219,859_9/E 190_859_9 Southampton 24 Jun 1717 - 25 Dec 1717 (36).JPG,2177.5,1079.3,1686.0,339.0
860/5,1706,39597,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (11).JPG,0.5560552220,-3.00,-1876,-1619,269,205,944,112,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (11).JPG,2120.3,1977.3,1697.7,201.4
860/5,1707,39598,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (13).JPG,0.5504946697,0.00,-994,-1783,243,156,896,97,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (13).JPG,470.3,2189.7,1627.6,176.2
860/5,1708,39599,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (14).JPG,0.5560552220,0.00,-1874,-1303,259,114,910,102,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (14).JPG,2098.7,1245.3,1636.5,183.4
860/5,1709,39600,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,0.5055047472,-3.00,-1015,-1063,295,58,804,114,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,462.9,621.1,1590.5,225.5
860/5,1710,39601,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,0.5055047472,-3.00,-1015,-1063,295,161,804,88,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,462.9,824.9,1590.5,174.1
860/5,1711,39602,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,0.5055047472,-3.00,-1015,-1063,302,236,804,88,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,476.7,973.3,1590.5,174.1
860/5,1712,39603,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,0.5055047472,-3.00,-1015,-1063,307,307,804,88,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,486.6,1113.7,1590.5,174.1
860/5,1713,39604,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,0.6116607442,0.00,-1970,-1315,153,134,1009,124,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (15).JPG,2089.4,1332.8,1649.6,202.7
860/5,1714,39605,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (17).JPG,0.5055047472,0.00,-1803,-1131,331,91,838,98,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (17).JPG,2092.9,820.9,1657.7,193.9
860/5,1715,39606,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,0.5560552220,0.00,-898,-1298,328,71,904,105,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,467.5,1159.0,1625.7,188.8
860/5,1716,39607,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,0.5560552220,0.00,-898,-1298,323,145,904,105,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,458.5,1292.1,1625.7,188.8
860/5,1717,39608,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,0.5560552220,0.00,-898,-1298,324,224,904,105,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (18).JPG,460.3,1434.2,1625.7,188.8
860/5,1718,39609,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (20).JPG,0.5560552220,0.00,-1814,-1057,313,124,924,95,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (20).JPG,2087.9,820.9,1661.7,170.8
860/5,1719,39610,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,0.6116607442,0.00,-884,-1533,226,210,1023,111,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,433.2,1813.5,1672.5,181.5
860/5,1720,39611,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,0.6066056967,-3.00,-2009,-1730,121,151,1023,111,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,2100.2,2042.5,1686.4,183.0
860/5,1721,39612,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,0.6066056967,-3.00,-2017,-1816,121,151,1023,111,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (22).JPG,2113.4,2184.3,1686.4,183.0
860/5,1722,39613,E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (39).JPG,0.4549542725,-180.00,-1249,-1507,154,83,759,164,860_5/E 190_860_5 Southampton 24 Jun 1718 - 25 Dec 1718 (39).JPG,476.9,1539.7,1668.3,360.5
860/6,972,38858,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (7).JPG,0.6459264706,0.00,-719,-1992,106,113,1278,179,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (7).JPG,84.4,2364.3,1978.6,277.1
860/6,973,38859,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (8).JPG,0.7815710294,0.00,-361,-647,139,105,1581,207,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (8).JPG,31.6,506.1,2022.8,264.9
860/6,974,38860,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (8).JPG,0.7815710294,0.00,-361,-647,143,275,1581,161,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (8).JPG,36.7,723.6,2022.8,206.0
860/6,975,38861,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,0.7815710294,0.00,-385,-721,137,42,1575,307,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,59.7,520.1,2015.2,392.8
860/6,976,38862,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,0.7105191176,0.00,-1692,-1288,405,32,1453,158,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,2064.8,1192.9,2045.0,222.4
860/6,977,38863,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,0.7105191176,0.00,-1692,-1288,403,176,1453,158,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,2062.0,1395.6,2045.0,222.4
860/6,979,38865,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,0.7105191176,0.00,-2094,-1566,13,42,1453,158,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,2078.9,1598.2,2045.0,222.4
860/6,980,38866,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,0.7583575883,0.00,-2144,-1578,17,175,1453,158,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (9).JPG,2156.2,1791.6,1916.0,208.3
860/6,981,38867,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (11).JPG,0.8511308510,0.00,-1979,-2117,111,151,1700,216,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (11).JPG,2075.0,2379.2,1997.3,253.8
860/6,982,38868,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (12).JPG,0.8597281324,0.00,-296,-437,99,207,1684,200,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (12).JPG,104.4,482.8,1958.8,232.6
860/6,983,38869,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (12).JPG,0.8511308510,0.00,-364,-1213,53,54,1684,367,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (12).JPG,109.3,1203.2,1978.5,431.2
860/6,984,38870,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,0.6459264706,0.00,-521,-962,299,44,1293,131,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,76.7,662.8,2001.8,202.8
860/6,985,38871,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,0.6459264706,0.00,-504,-962,300,142,1293,131,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,51.9,814.6,2001.8,202.8
860/6,986,38872,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,0.6459264706,0.00,-504,-962,307,245,1293,131,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,62.8,974.0,2001.8,202.8
860/6,987,38873,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,0.6459264706,0.00,-504,-962,311,345,1293,131,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (13).JPG,68.9,1128.8,2001.8,202.8
860/6,988,38874,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (15).JPG,0.6459264706,0.00,-583,-855,254,141,1281,168,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (15).JPG,103.0,647.4,1983.2,260.1
860/6,989,38875,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (15).JPG,0.6459264706,0.00,-583,-855,240,279,1281,168,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (15).JPG,81.3,861.0,1983.2,260.1
860/6,990,38876,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,0.7105191176,-3.00,-1799,-1560,313,76,1465,139,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,2085.9,1637.6,2061.9,195.6
860/6,991,38877,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,0.7105191176,-3.00,-1799,-1560,310,172,1465,139,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,2081.7,1772.7,2061.9,195.6
860/6,992,38878,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,0.7105191176,-3.00,-1799,-1560,307,273,1465,139,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,2077.5,1914.9,2061.9,195.6
860/6,993,38879,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,0.7105191176,-3.00,-1799,-1560,323,379,1465,139,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (16).JPG,2100.0,2064.1,2061.9,195.6
860/6,994,38880,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,0.6459264706,-3.00,-1689,-1187,470,62,1321,138,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,2149.7,1039.1,2045.1,213.6
860/6,995,38881,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,0.6459264706,-3.00,-1689,-1187,461,190,1321,138,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,2135.7,1237.2,2045.1,213.6
860/6,996,38882,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,0.6459264706,-3.00,-1689,-1187,478,290,1321,138,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,2162.1,1392.0,2045.1,213.6
860/6,997,38883,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,0.6459264706,-3.00,-1689,-1187,479,388,1321,138,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,2163.6,1543.8,2045.1,213.6
860/6,998,38884,E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,0.6459264706,-3.00,-1806,-1814,380,158,1321,219,860_6/E 190_860_6 Southampton 25 Dec 1718 - 24 Jun 1719 (18).JPG,2191.5,2158.4,2045.1,339.0
861/5,957,38843,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,0.6459264706,0.00,-621,-1734,310,349,1208,169,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,248.5,2330.2,1870.2,261.6
861/5,958,38844,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,0.7211905207,3.00,-1818,-566,310,240,1434,189,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,2109.4,486.7,1988.4,262.1
861/5,959,38845,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,0.7211905207,3.00,-1818,-566,300,403,1434,153,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (10).JPG,2095.6,712.7,1988.4,212.1
