reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
861/5,960,38846,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (11).JPG,0.6459264706,0.00,-515,-1793,385,114,1245,140,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (11).JPG,200.5,2057.7,1927.5,216.7
861/5,961,38847,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (11).JPG,0.6459264706,0.00,-503,-1794,387,227,1245,123,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (11).JPG,185.1,2234.2,1927.5,190.4
861/5,962,38848,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,0.6459264706,0.00,-1526,-1558,587,109,1306,128,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,2078.5,1686.2,2021.9,198.2
861/5,963,38849,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,0.6894159893,0.00,-1686,-1615,462,168,1306,128,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,2135.4,1851.0,1894.4,185.7
861/5,964,38850,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,0.7583575883,0.00,-1828,-1882,284,40,1518,186,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,2091.6,2014.4,2001.7,245.3
861/5,965,38851,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,0.7583575883,0.00,-1828,-1882,286,203,1518,186,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (13).JPG,2094.2,2229.3,2001.7,245.3
861/5,966,38852,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (14).JPG,0.7105191176,0.00,-505,-1688,240,207,1369,117,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (14).JPG,162.0,2002.2,1926.8,164.7
861/5,967,38853,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,0.6459264706,0.00,-1630,-1312,492,129,1273,109,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,2092.4,1336.3,1970.8,168.7
861/5,968,38854,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,0.6459264706,0.00,-1630,-1312,499,226,1273,109,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,2103.2,1486.5,1970.8,168.7
861/5,969,38855,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,0.6459264706,0.00,-1630,-1312,496,317,1273,109,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (16).JPG,2098.6,1627.4,1970.8,168.7
861/5,970,38856,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (17).JPG,0.6459264706,0.00,-1672,-1663,473,195,1267,152,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (17).JPG,2128.0,1981.9,1961.5,235.3
861/5,971,38857,E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (18).JPG,0.7105191176,0.00,-1710,-926,416,151,1389,152,861_5/E 190_861_5 Southampton 24 Jun 1719 - 25 Dec 1719 (18).JPG,2105.6,850.9,1954.9,213.9
864/1,61,37902,E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,0.7815710294,-3.00,-740,-695,99,37,1350,484,864_1/E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,465.3,480.5,1727.3,619.3
864/1,62,37903,E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,0.9084365550,-3.00,-613,-1126,99,37,1496,311,864_1/E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,564.4,1115.7,1646.8,342.3
864/1,63,37904,E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,0.9084365550,-3.00,-613,-1126,56,355,1549,286,864_1/E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,517.1,1465.8,1705.1,314.8
864/1,64,37905,E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,0.9084365550,-3.00,-697,-1762,13,42,1518,367,864_1/E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,562.2,1821.3,1671.0,404.0
864/1,65,37906,E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,0.9084365550,0.00,-635,-2104,13,42,1569,295,864_1/E 190_864_1 Poole 22 Apr 1565 - 29 Sep 1565 (5).JPG,494.0,2197.8,1727.1,324.7
864/4,123,37964,E 190_864_4 Poole 29 Sep 1565 - 14 Apr 1566 (8).JPG,0.8597281324,3.00,-1836,-1369,363,212,1423,306,864_4/E 190_864_4 Poole 29 Sep 1565 - 14 Apr 1566 (8).JPG,2202.8,1572.7,1655.2,355.9
864/7,48,37891,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.7813674953,0.00,-1918,-835,248,159,1381,323,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2163.2,815.5,1767.4,413.4
864/7,49,37892,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.7813674953,0.00,-1918,-835,270,459,1313,259,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2191.4,1199.4,1680.4,331.5
864/7,50,37893,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.7813674953,0.00,-2175,-1252,34,289,1311,220,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2218.2,1515.5,1677.8,281.6
864/7,51,37894,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.7813674953,0.00,-2196,-1499,20,235,1314,301,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2227.2,1762.5,1681.7,385.2
864/7,149,37895,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.9173737202,0.00,-2191,-2019,13,42,1488,288,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2206.5,2099.6,1622.0,313.9
864/7,150,37896,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,0.9173737202,0.00,-2206,-2269,13,42,1598,335,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (2).JPG,2222.9,2372.2,1741.9,365.2
864/7,54,37897,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (5).JPG,0.8511308510,3.00,-1939,-369,287,309,1434,300,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (5).JPG,2234.7,511.1,1684.8,352.5
864/7,55,37898,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,0.9457009456,0.00,-547,-464,105,384,1522,243,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,564.5,803.0,1609.4,257.0
864/7,57,37899,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,0.7815710294,3.00,-2186,-927,20,93,1333,431,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,2214.4,849.0,1705.5,551.5
864/7,58,37900,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,0.7815710294,3.00,-2165,-1410,13,42,1333,276,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (6).JPG,2178.6,1401.7,1705.5,353.1
864/7,59,37901,E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (15).JPG,0.7034139265,0.00,-1015,-742,41,67,1198,425,864_7/E 190_864_7 Poole 29 Sep 1566 - 29 Sep 1567 (15).JPG,583.8,462.0,1703.1,604.2
865/1,162,38001,E 190_865_1 Poole 29 Sep 1571 - 29 Sep 1572 (20).JPG,0.5167411765,0.00,-1881,-837,404,354,854,162,865_1/E 190_865_1 Poole 29 Sep 1571 - 29 Sep 1572 (20).JPG,2386.9,778.6,1652.7,313.5
865/11,119,37960,E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,0.8511308510,0.00,-1888,-732,421,300,1464,225,865_11/E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,2332.3,927.1,1720.1,264.4
865/11,120,37961,E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,0.8511308510,0.00,-1897,-1372,421,300,1464,225,865_11/E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,2342.8,1679.0,1720.1,264.4
865/11,121,37962,E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,0.8511308510,0.00,-1894,-1582,421,300,1464,225,865_11/E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (2).JPG,2339.3,1925.7,1720.1,264.4
865/11,122,37963,E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (3).JPG,0.7815710294,0.00,-514,-628,254,173,1348,190,865_11/E 190_865_11 Poole 03 Apr 1586 - 29 Sep 1586 (3).JPG,374.5,568.8,1724.7,243.1
865/18,124,37965,E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (1).JPG,0.8903586675,0.00,-2036,-763,233,288,1435,211,865_18/E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (1).JPG,2280.5,979.5,1611.7,237.0
865/18,125,37966,E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (1).JPG,0.8903586675,0.00,-2056,-1747,233,288,1435,211,865_18/E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (1).JPG,2302.9,2084.6,1611.7,237.0
865/18,126,37967,E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (2).JPG,0.7815710294,0.00,-686,-818,212,82,1245,342,865_18/E 190_865_18 Poole 29 Sep 1587 - 07 Apr 1588 (2).JPG,540.8,695.4,1592.9,437.6
865/4,66,37907,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,0.9457009456,0.00,-526,-1648,172,290,1523,340,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,613.1,1955.6,1610.4,359.5
865/4,67,37908,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,0.8511308510,6.00,-1949,-572,293,114,1392,260,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,2253.5,520.5,1635.5,305.5
865/4,68,37909,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,0.8511308510,6.00,-1965,-840,293,114,1392,260,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,2272.3,835.4,1635.5,305.5
865/4,69,37910,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,0.8511308510,3.00,-1904,-1882,293,114,1392,260,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (4).JPG,2200.7,2059.7,1635.5,305.5
865/4,70,37911,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (5).JPG,0.7105191176,6.00,-1935,-1318,259,213,1162,304,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (5).JPG,2201.3,1489.9,1635.4,427.9
865/4,71,37912,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (6).JPG,0.7815710294,-3.00,-911,-586,27,171,1239,303,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (6).JPG,592.0,512.5,1585.3,387.7
865/4,72,37913,E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (6).JPG,0.7815710294,-3.00,-943,-882,27,171,1239,303,865_4/E 190_865_4 Poole 06 Apr 1572 - 29 Sep 1572 (6).JPG,633.0,891.2,1585.3,387.7
865/5,163,38002,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (28).JPG,0.3529411765,900.00,-1792,-1286,353,101,578,176,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (28).JPG,2088.2,937.8,1637.7,498.7
865/5,164,38003,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,0.5684152941,180.00,-947,-831,195,55,858,372,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,356.9,319.6,1509.5,654.5
865/5,165,38004,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,0.4270588235,540.00,-1740,-1401,416,345,736,165,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,2129.2,1898.9,1723.4,386.4
865/5,166,38005,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,0.4270588235,540.00,-1740,-1401,417,491,736,165,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (29).JPG,2131.5,2240.8,1723.4,386.4
865/5,167,38006,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,0.4697647059,180.00,-1164,-1616,152,280,844,158,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,345.3,2194.0,1796.6,336.3
865/5,168,38007,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,0.4963795123,180.00,-1900,-1039,249,201,872,184,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,2121.6,842.3,1756.7,370.7
865/5,169,38008,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,0.4963795123,180.00,-1927,-1593,231,163,872,184,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,2139.7,1881.8,1756.7,370.7
865/5,170,38009,E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,0.4963795123,180.00,-1940,-1958,231,163,872,184,865_5/E 190_865_5 Poole 29 Sep 1573 - 29 Sep 1574 (30).JPG,2165.9,2617.1,1756.7,370.7
865/7,86,37925,E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (2).JPG,0.7815710294,0.00,-1904,-1329,309,171,1317,227,865_7/E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (2).JPG,2223.3,1463.1,1685.1,290.4
865/7,87,37926,E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,0.9457009456,-3.00,-842,-1461,65,155,1355,259,865_7/E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,834.1,1615.1,1432.8,273.9
865/7,88,37927,E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,0.8426195425,0.00,-2028,-1020,313,139,1318,334,865_7/E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,2371.8,1070.7,1564.2,396.4
865/7,89,37928,E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,0.8426195425,-3.00,-2150,-1902,114,290,1451,270,865_7/E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (3).JPG,2280.4,2296.6,1722.0,320.4
865/7,90,37929,E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (4).JPG,0.9457009456,0.00,-2041,-1277,223,251,1518,403,865_7/E 190_865_7 Poole 29 Sep 1575 - 22 Apr 1576 (4).JPG,2269.1,1522.0,1605.2,426.1
865/8,114,37955,E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (2).JPG,0.8597281324,3.00,-2035,-622,360,229,1417,268,865_8/E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (2).JPG,2430.7,723.6,1648.2,311.7
865/8,115,37956,E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (2).JPG,0.8597281324,0.00,-2048,-1555,360,229,1403,223,865_8/E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (2).JPG,2445.9,1808.8,1631.9,259.4
865/8,116,37957,E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (3).JPG,0.9457009456,0.00,-530,-603,194,119,1436,292,865_8/E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (3).JPG,640.6,669.8,1518.5,308.8
865/8,118,37959,E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (3).JPG,0.8511308510,0.00,-667,-1635,212,176,1305,274,865_8/E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (3).JPG,652.1,1842.3,1533.3,321.9
865/8,321,38157,E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (7).JPG,0.8597281324,0.00,-2066,-1890,208,233,1479,233,865_8/E 190_865_8 Poole 29 Sep 1578 - 19 Apr 1579 (7).JPG,2290.0,2203.1,1720.3,271.0
866/14,79,37919,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,0.8597281324,6.00,-2017,-754,366,183,1375,302,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,2416.8,823.6,1599.3,351.3
866/14,80,37920,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,0.8597281324,3.00,-2123,-1134,207,248,1409,256,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,2355.1,1341.2,1638.9,297.8
866/14,81,37921,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,0.8597281324,3.00,-2202,-1738,96,205,1449,288,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (2).JPG,2317.9,1993.7,1685.4,335.0
866/14,82,37922,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (3).JPG,1.0402710401,-3.00,-442,-460,63,91,1611,507,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (3).JPG,569.7,592.8,1548.6,487.4
866/14,83,37923,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (3).JPG,1.0402710401,0.00,-487,-1650,80,110,1570,373,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (3).JPG,629.3,1755.0,1509.2,358.6
866/14,84,37924,E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (6).JPG,0.9457009456,3.00,-1964,-703,320,178,1538,464,866_14/E 190_866_14 Poole 15 Apr 1593 - 29 Sep 1593 (6).JPG,2290.2,837.9,1626.3,490.6
866/16,131,37972,E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,0.7105191176,-3.00,-653,-504,351,320,1175,272,866_16/E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,526.5,494.8,1653.7,382.8
866/16,132,37973,E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,0.7105191176,-3.00,-617,-719,351,320,1175,272,866_16/E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,475.8,797.4,1653.7,382.8
866/16,133,37974,E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,0.7105191176,0.00,-686,-1148,351,320,1175,272,866_16/E 190_866_16 Poole 31 Mar 1594 - 29 Sep 1594 (3).JPG,572.9,1401.2,1653.7,382.8
866/18,134,37975,E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,0.9192213191,3.00,-1944,-1220,369,102,1226,302,866_18/E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,2325.0,1294.8,1333.7,328.5
866/18,135,37976,E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,0.7371235758,0.00,-1903,-1737,369,102,1024,235,866_18/E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,2306.2,1912.8,1389.2,318.8
866/18,136,37977,E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,0.7371235758,0.00,-1875,-1953,369,102,1088,340,866_18/E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (2).JPG,2268.3,2205.9,1476.0,461.3
866/18,137,37978,E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (3).JPG,0.7105191176,-3.00,-901,-1232,270,134,1015,340,866_18/E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (3).JPG,761.5,1257.6,1428.5,478.5
866/18,138,37979,E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (3).JPG,0.7105191176,-3.00,-869,-1543,270,134,1015,340,866_18/E 190_866_18 Poole 20 Apr 1595 - 29 Sep 1595 (3).JPG,716.5,1695.3,1428.5,478.5
866/3,127,37968,E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (2).JPG,0.7737553191,0.00,-1858,-883,425,173,1239,222,866_3/E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (2).JPG,2314.3,887.6,1601.3,286.9
866/3,128,37969,E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (2).JPG,0.7737553191,0.00,-1829,-1364,425,173,1249,282,866_3/E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (2).JPG,2276.8,1509.2,1614.2,364.5
866/3,129,37970,E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (3).JPG,0.7105191176,-6.00,-781,-1583,246,196,1162,198,866_3/E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (3).JPG,558.9,1838.9,1635.4,278.7
866/3,130,37971,E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (3).JPG,0.7105191176,6.00,-1977,-1012,246,196,1211,324,866_3/E 190_866_3 Poole 04 Apr 1591 - 29 Sep 1591 (3).JPG,2242.1,1035.3,1704.4,456.0
866/6,73,37914,E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,0.7815710294,0.00,-2159,-630,112,199,1312,191,866_6/E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,2297.6,604.6,1678.7,244.4
866/6,74,37915,E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,0.8597281324,0.00,-2158,-1559,67,171,1362,316,866_6/E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,2233.0,1746.0,1584.2,367.6
866/6,75,37916,E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,0.8597281324,0.00,-2158,-1559,81,695,1353,165,866_6/E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (6).JPG,2249.3,2355.5,1573.8,191.9
866/6,77,37917,E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (7).JPG,0.9457009456,9.00,-552,-569,65,314,1601,280,866_6/E 190_866_6 Poole 26 Mar 1592 - 29 Sep 1592 (7).JPG,527.5,840.0,1692.9,296.1
866/8,78,37918,E 190_866_8 Poole 29 Sep 1592 - 15 Apr 1593 (2).JPG,0.9084365550,0.00,-1963,-845,390,288,1435,293,866_8/E 190_866_8 Poole 29 Sep 1592 - 15 Apr 1593 (2).JPG,2370.8,1082.7,1579.6,322.5
867/1,111,37952,E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (2).JPG,0.9457009456,0.00,-2122,-1730,206,195,1404,264,867_1/E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (2).JPG,2336.7,1941.8,1484.6,279.2
867/1,112,37953,E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (2).JPG,0.9457009456,0.00,-2147,-2184,158,274,1423,288,867_1/E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (2).JPG,2312.4,2505.4,1504.7,304.5
867/1,113,37954,E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (3).JPG,0.7815710294,-9.00,-870,-772,255,117,1074,288,867_1/E 190_867_1 Poole 11 Apr 1596 - 29 Sep 1596 (3).JPG,831.3,681.4,1374.2,368.5
867/10,142,37983,E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,0.7105191176,0.00,-1880,-1194,410,400,1127,247,867_10/E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,2336.4,1578.5,1586.2,347.6
867/10,143,37984,E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,0.7105191176,0.00,-1899,-1408,410,400,1127,247,867_10/E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,2363.2,1879.7,1586.2,347.6
867/10,144,37985,E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,0.7105191176,0.00,-1889,-1637,410,400,1127,285,867_10/E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,2349.1,2202.0,1586.2,401.1
867/10,145,37986,E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,0.7105191176,0.00,-1934,-1893,410,400,1103,239,867_10/E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (2).JPG,2412.4,2562.3,1552.4,336.4
867/10,146,37987,E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (3).JPG,0.6459264706,-3.00,-969,-624,223,395,994,267,867_10/E 190_867_10 Poole 29 Sep 1598 - 08 Apr 1599 (3).JPG,652.6,683.0,1538.9,413.4
867/11,106,37947,E 190_867_11 Poole 29 Sep 1601 - 04 Apr 1602 (2).JPG,2.1420458772,0.00,435,1272,13,42,1506,389,867_11/E 190_867_11 Poole 29 Sep 1601 - 04 Apr 1602 (2).JPG,963.1,295.9,703.1,181.6
867/11,107,37948,E 190_867_11 Poole 29 Sep 1601 - 04 Apr 1602 (2).JPG,2.1420458772,0.00,435,1272,100,343,1256,412,867_11/E 190_867_11 Poole 29 Sep 1601 - 04 Apr 1602 (2).JPG,1003.8,436.4,586.4,192.3
867/14,147,37988,E 190_867_14 Poole 29 Sep 1599 - 23 Mar 1600 (2).JPG,0.7815710294,0.00,-1880,-1962,410,254,1180,223,867_14/E 190_867_14 Poole 29 Sep 1599 - 23 Mar 1600 (2).JPG,2321.9,2379.2,1509.8,285.3
867/14,148,37989,E 190_867_14 Poole 29 Sep 1599 - 23 Mar 1600 (2).JPG,0.7815710294,-3.00,-1910,-2110,410,254,1236,215,867_14/E 190_867_14 Poole 29 Sep 1599 - 23 Mar 1600 (2).JPG,2360.2,2568.6,1581.4,275.1
867/16,91,37930,E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (2).JPG,0.9362439361,0.00,-2068,-1505,289,183,1473,262,867_16/E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (2).JPG,2369.3,1691.8,1573.3,279.8
867/16,92,37931,E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (2).JPG,0.9362439361,0.00,-2068,-1505,281,410,1473,262,867_16/E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (2).JPG,2360.8,1934.3,1573.3,279.8
867/16,93,37932,E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (3).JPG,0.8511308510,-3.00,-774,-748,133,253,1271,220,867_16/E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (3).JPG,685.0,890.6,1493.3,258.5
867/16,94,37933,E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (3).JPG,1.0093739500,-3.00,-646,-1858,60,375,1579,426,867_16/E 190_867_16 Poole 29 Sep 1600 - 12 Apr 1601 (3).JPG,719.7,2227.4,1564.3,422.0
